question,context,gold_answer
Quel était le seuil précédent ?,"opération, selon les conditions prévues par le CGI ; 
- le droit au bénéfice d’un régime fiscal incitatif ou d’un avantage fiscal ; 
- la détermination du taux d’imposition d’un produit, profit, opération ou acte. 
Par ailleurs, il convient de signaler que l’accord susvisé constitue le règlement définitif 
de la procédure engagée, aussi bien pour les points portant sur les questions de droit 
que sur les questions de fait.

revenus.
Relèvement du seuil de retenue à la source sur les
revenus fonciers : Le seuil d'application de la retenue
à la source sur les revenus fonciers est également
augmenté, passant de 30 000 à 40 000 MAD, aligné
sur la réforme générale du barème.
Après la LF 2025
Amélioration du régime d’impôt sur le revenu au titre des revenus fonciers 
(Article 64-IV du CGI)

63 
Il y a lieu de préciser, à cet effet, que les droits en principal afférents aux éléments 
d’imposition relatifs à des questions de droit ne peuvent faire l’objet d’aucun 
arrangement, compromis ou négociation. Toutefois, en cas d’éléments nouveaux 
dûment justifiés, l’administration peut les prendre en considération dans le cadre de 
l’accord.  
A ce titre, il est précisé que les sanctions afférentes aux éléments notifiés, peuvent 
faire l’objet de remise ou modération, au vu des circonstances invoquées, et ce, aussi 
bien en ce qui concerne les questions de droit que celles de fait. 
Cet accord est rédigé en double exemplaire, selon un modèle établi par 
l’administration, et comporte notamment : 
 le montant des bases imposables et des droits dus, objet de cet accord ; 
 le nom et la qualité des signataires ; 
 la date de signature de l’accord.  
La LF 2025 a également prévu que cet accord doit être accompagné d’une lettre de

Impôt sur le Revenu",Le seuil précédent de la retenue à la source sur les revenus fonciers était de 30 000 MAD.
À partir de quand s’applique ce nouveau seuil ?,"ou d’autres légumes.  
Ces assaisonnements ou additifs ont pour finalité l’enrichissement du goût de la viande 
avant sa cuisson ou sa consommation et font garder à la viande fraîche toutes ses 
caractéristiques.

Impôt sur les Sociétés

Taxe sur la Valeur Ajoutée

Impôt sur le Revenu",Information non disponible dans le contexte fourni.
Comment sont traitées les redevances de crédit-bail pour les véhicules dépassant 400 000 DH ?,"Droits complémentaires : 120 000-12 000 = 108 000 DH 
Dans ce cas, l’amende de 1 000 DH ne s’applique pas, toutefois la pénalité et les 
majorations de retard demeurent applicables : 
- Majoration de 5% pour rectification hors délai donnant lieu au paiement de droit 
complémentaire = 108 000 X 5% =      5 400 DH  
- Pénalité pour paiement tardif de 5% = 5 400 DH  
- Majorations de retard de 5%            = 5 400 DH  
                                                       = 16200 DH 
Total des droits complémentaires : 108 000 DH+ 16200 DH = 124 200 DH 
3- Institution de l’obligation pour les notaires de transmettre les actes 
portant une signature électronique 
Avant l’entrée en vigueur de la loi de finances pour l’année budgétaire 2025, les 
dispositions de l’article 137-I du CGI prévoyaient que les notaires doivent présenter au 
bureau de l’enregistrement les registres minutes pour visa et transmettre une copie 
des actes par procédé électronique.

imposable n’a pas été changée. Elle demeure déterminée par un capital égal à 20 fois 
la rente ou le prix du loyer annuel, augmenté des charges. 
Exemple n° 1 : Bail dont la durée est égale ou inférieure à 10 ans 
Pour un contrat de bail d’un bien immeuble, pour une durée de 6 ans moyennant un 
loyer annuel de 24 000 DH, les droits d'enregistrement dus sont fixés à 200 DH, et ce, 
en vertu de l'article 135-II-8° du CGI. 
Exemple n° 2 : Bail dont la durée est supérieure à 10 et inférieure à 20 ans 
Pour un contrat de bail d’un bien immeuble, pour une durée de 14 ans moyennant un 
loyer annuel de 16 000 DH en plus du paiement des charges (frais de réaménagement 
et entretien) estimées à 10 000 DH, les droits d'enregistrement sont liquidés comme 
suit : 
Base imposable : (16 000 x 14) + 10 000 = ……………….. 234 000 DH  
Liquidation des droits : 234 000 x 6 % = ……………………… 14 040 DH 
Exemple n° 3 : Bail dont la durée est égale ou supérieure à 20 ans

B- Révision de la base imposable du bail dont la durée est supérieure à 10 
ans  
Avant l’entrée la LF 2025, l’article 131-19° du CGI prévoyait que la base imposable des 
droits d’enregistrement était déterminée, pour les baux emphytéotiques, par un capital 
égal à 20 fois la rente ou le prix du loyer annuel, augmenté des charges. 
Suite à la modification de l’expression « bail emphytéotique » et son remplacement 
par « bail dont la durée est supérieure à 10 ans », la LF 2025 a révisé la base imposable 
des droits d’enregistrement des baux dont la durée est supérieure à 10 ans et inférieure 
à 20 ans, en précisant que cette base est déterminée par la somme des montants du 
loyer correspondant aux années stipulées dans l’acte, augmentée des charges.  
En ce qui concerne, les baux dont la durée est égale ou supérieure à 20 ans, leur base 
imposable n’a pas été changée. Elle demeure déterminée par un capital égal à 20 fois 
la rente ou le prix du loyer annuel, augmenté des charges.

dont le montant de l’impôt retenu à la source s’élève à 41 400 DH.  
 Traitement de la rente viagère par l’entreprise d’assurances  
 Montant brut mensuel versé :….…..……………….………..……… 3 000 DH 
 Montant de l’abattement forfaitaire : 3 000 x 70% …….……. 2 100 DH 
 Montant net imposable : …………………………..…………..………….900 DH 
Ainsi, les prestations versées dans ce cas ne feront l’objet d’aucune retenue à la source 
par l’entreprise d’assurances, étant donné que la base imposable ne dépasse pas le 
seuil de la première tranche du barème d’IR exonérée de 40 000 DH (soit 3 333,33 DH 
par mois). 
Néanmoins, la déclaration des pensions et autres prestations servies sous forme de 
capital ou de rente prévue à l’article 81 du CGI, à souscrire par ladite entreprise 
d’assurances, devra comporter les indications relatives à l’assuré concerné et aux 
prestations qui lui ont été servies même en l’absence d’un prélèvement de l’IR. 
 Régularisation de la situation fiscale du contribuable au vu de sa",Information non disponible dans le contexte fourni.
Donnez un exemple de calcul d’amortissement déductible pour un véhicule à 500 000 DH.,"35 
Calcul de l’impôt dû : 
- 
Impôt brut : (225 000 x 37%) – 27 400 ……………………………..55 850 DH 
- 
Réduction pour charge de famille (marié ayant deux enfants) : 
 500 x 3 :…………………………………………………………….. 1 500 DH 
- 
Montant de l’IR retenu à la source : ……………………….….......41 400 DH 
- 
IR à payer : 55 850 – 1 500 – 41 400 ………………………….. 12 950 DH 
Cas 3 : Versement d’une rente viagère 
Un contribuable marié ayant deux enfants à charge ayant souscrit un contrat de 
capitalisation, au titre duquel il a versé une cotisation mensuelle de 5 000 DH, a décidé 
avant l’expiration du délai de 8 ans de mettre fin à ce contrat et de percevoir ses 
prestations sous forme d’une rente viagère. 
L’entreprise d’assurances lui verse, à ce titre, une rente viagère mensuelle de 
3 000 DH.  
Ce contribuable dispose également d’un revenu salarial net imposable de 190 000 DH 
dont le montant de l’impôt retenu à la source s’élève à 41 400 DH.  
 Traitement de la rente viagère par l’entreprise d’assurances

Exemple 1 : Une entreprise a acheté une voiture de tourisme avec un prix TTC  de 500 000 MAD
Avant la LF 2025 : 
-
Prix d’acquisition = 500 000 TTC
-
Annuité d’amortissement comptable = 500 000 x 20% = 100 000
-
Annuité d’amortissement déductible = 300 000 x 20% = 60 000 
-
La réintégration fiscale à opérer annuellement est de = 100 000 – 60 000 = 40 000
Exemple 1

Exemple 1 : Une entreprise a acheté une voiture de tourisme avec un prix TTC  de 500 000 MAD
Après la LF 2025 : 
-
Prix d’acquisition = 500 000 TTC
-
Annuité d’amortissement comptable = 500 000 x 20% = 100 000
-
Annuité d’amortissement déductible = 400 000 x 20% = 80 000 
-
La réintégration fiscale à opérer annuellement est de = 100 000 – 80 000 = 20 000
Exemple 1

- Revenu global net imposable : 21 600 + 250 000 …………......…… 271 600 DH 
Calcul de l’impôt dû : 
- Impôt brut : (271 600 x 37%) – 27 400 ……………………………………..….. 73 092 DH 
- Réduction pour charge de famille (marié ayant deux enfants) : 500 x 3= 1 500 DH 
- Montant de l’IR retenu à la source au titre du revenu salarial :…….……..63 600 DH 
- Impôt à payer : 73 092 – 1 500 – 63 600 ………………………..………..…. 7 992 DH","Pour un véhicule acheté à 500 000 DH, l'annuité d'amortissement déductible peut être calculée comme suit :

- Prix d'acquisition = 500 000 DH
- Annuité d'amortissement comptable = 500 000 x 20% = 100 000 DH
- Si, après la LF 2025, l'annuité d'amortissement déductible est de 400 000 x 20% = 80 000 DH, alors la réintégration fiscale à opérer annuellement est de :

Réintégration fiscale = Annuité d'amortissement comptable - Annuité d'amortissement déductible
= 100 000 - 80 000 = 20 000 DH. 

Ainsi, l'amortissement déductible pour un véhicule à 500 000 DH après la LF 2025 est de 80 000 DH."
Quelles sont les nouvelles règles concernant les sociétés en participation ?,"Impôt sur les Sociétés

participation
non
soumises
à
l’IS
à
tenir
une
comptabilité et oblige également leurs associés à
joindre à leurs déclarations annuelles de revenu global,
les documents comptables de ces sociétés permettant
de déterminer leur quote-part dans le résultat net
réalisé par lesdites sociétés.
Après la LF 2025
Date d’effet : les dispositions de l’article 2-I-6° du CGI telles que modifiées et complétées sont 
applicables aux exercices ouverts à compter du 1er janvier 2026.

sur le revenu, s’appliquent à la contribution sociale de solidarité sur les bénéfices des
entreprises de jeux de hasard.
Institution d’une contribution sociale de solidarité sur les bénéfices des 
entreprises des jeux de hasard (Articles 299 à 303 du CGI)

Association (FIFA) pour l’implantation de son bureau régional permanent à Rabat et 
pour appuyer le développement de ses activités au Maroc et dans la région, la LF 2025 
a institué un régime d’incitation fiscale en faveur de ses représentations au Maroc et 
des organismes qui lui sont affiliés, au titre de toutes leurs activités ou opérations 
conformes à l’objet défini dans ses statuts. 
A ce titre, la LF 2025 a institué en faveur de la FIFA au Maroc et des organismes qui 
lui sont affiliés, l’exonération de l’impôt sur les sociétés, de l’impôt sur les revenus 
salariaux, de la TVA et des droits d’enregistrement et de timbre.","Les nouvelles règles concernant les sociétés en participation stipulent que celles qui ne sont pas soumises à l'impôt sur les sociétés (IS) doivent tenir une comptabilité. De plus, leurs associés sont tenus de joindre à leurs déclarations annuelles de revenu global les documents comptables de ces sociétés, afin de déterminer leur quote-part dans le résultat net réalisé par ces sociétés. Ces dispositions seront applicables aux exercices ouverts à compter du 1er janvier 2026, conformément à la LF 2025."
Comment la LF 2025 a-t-elle modifié le traitement des GIE (Groupements d’Intérêt Économique) ?,"- la part du membre dans le résultat net réalisé par le groupement d'intérêt 
économique. 
Date d’effet : 
L’article 8-IV-2 de la LF 2025 a prévu que les dispositions des articles 2-I-7°, 20-I et 
26-II du CGI relatives aux GIE, telles que modifiées et complétées, sont applicables 
aux exercices ouverts à compter du 1er janvier 2025.

-
Avant la promulgation de la LF 2025, l’article 3-4° du
Code Général des Impôts consacrait le principe de la
transparence fiscale au profit des GIE en les excluant
du champ d’application de l’IS. Cependant, le résultat
dégagé au titre de l’exercice de leur activité était imposé
entre les mains de leurs membres.
Les groupements d’intérêt économique – GIE (Article 2-I-7° du CGI)
Avant la LF 2025
-
La
LF
2025
a
intégré
les
GIE
dans
le
champ
d’application de l’impôt sur les sociétés, en précisant
que leur imposition est établie au nom des personnes
membres de ces groupements, à concurrence de leur
quote-part dans le résultat net desdits groupements.
-
De même, la LF précitée a prévu l’obligation pour les
groupements d’intérêt économique de joindre à leur
déclaration du résultat fiscal l’état de répartition du
résultat net entre les membres faisant ressortir un
ensemble
de
renseignements
concernant
lesdits
membres (Article 20-I du CGI).
Après la LF 2025

58 
B- Révision du régime des groupements d’intérêt économique (GIE) 
Avant l’entrée en vigueur de la LF 2025, l’article 3-4° du CGI consacrait le principe de 
la transparence fiscale au profit des GIE, en les excluant du champ d’application de 
l’IS. Cependant, le résultat dégagé au titre de l’exercice de leur activité était 
appréhendé au niveau de leurs membres. 
En effet, conformément aux dispositions de l’article 8-V du CGI, le résultat fiscal de 
chaque exercice comptable des personnes morales membres d’un groupement 
d'intérêt économique, comprend, le cas échéant, leur part dans les bénéfices réalisés 
ou dans les pertes subies par ledit groupement. 
Dans le cadre de l’harmonisation avec le régime d’imposition des SEP, la LF 2025 a 
complété les dispositions de l’article 2-I par un nouvel alinéa 7°, afin d’intégrer les GIE 
dans le champ d’application de l’IS, en précisant que leur imposition demeure établie

personnes physiques 
La LF 2025 a complété les dispositions de l’article 26-II du CGI pour prévoir que 
lorsqu’une personne physique est membre d’un GIE, sa part dans le résultat dudit GIE 
entre dans la détermination de son revenu net professionnel et/ou agricole. 
 l’institution de l’obligation de dépôt de l’état de répartition du résultat 
net  
La LF 2025 a complété les dispositions de l’article 20-I du CGI, en instituant pour les 
GIE l’obligation de joindre à leur déclaration du résultat fiscal, l’état de répartition du 
résultat net entre leurs membres faisant ressortir pour chacun d’eux : 
- le prénom et le nom ou la raison sociale ; 
- l’adresse du siège social ou du domicile fiscal ou du principal établissement ; 
- le numéro d’identification fiscale ; 
- la part du membre dans le résultat net réalisé par le groupement d'intérêt 
économique. 
Date d’effet : 
L’article 8-IV-2 de la LF 2025 a prévu que les dispositions des articles 2-I-7°, 20-I et","La LF 2025 a modifié le traitement des GIE en les intégrant dans le champ d’application de l’impôt sur les sociétés (IS). Auparavant, les GIE étaient exclus de l’IS et leur résultat était imposé au niveau de leurs membres. Désormais, l’imposition des GIE est établie au nom des membres, à concurrence de leur quote-part dans le résultat net desdits groupements.

De plus, la LF 2025 a institué l’obligation pour les GIE de joindre à leur déclaration du résultat fiscal un état de répartition du résultat net entre leurs membres, comportant plusieurs informations sur chacun d’eux, telles que le prénom et le nom ou la raison sociale, l’adresse, le numéro d’identification fiscale, et la part du membre dans le résultat net réalisé par le GIE. 

Enfin, pour les personnes physiques membres d’un GIE, leur part dans le résultat du GIE est désormais prise en compte dans la détermination de leur revenu net professionnel et/ou agricole."
Quels sont les changements apportés au régime de neutralité fiscale pour les groupes de sociétés ?,"opération, selon les conditions prévues par le CGI ; 
- le droit au bénéfice d’un régime fiscal incitatif ou d’un avantage fiscal ; 
- la détermination du taux d’imposition d’un produit, profit, opération ou acte. 
Par ailleurs, il convient de signaler que l’accord susvisé constitue le règlement définitif 
de la procédure engagée, aussi bien pour les points portant sur les questions de droit 
que sur les questions de fait.

LOI DE FINANCES 2025
PRINCIPALES DISPOSITIONS FISCALES
Impôt sur le Revenu
Impôt sur les Sociétés
Taxe sur la Valeur Ajoutée
Droits d’Enregistrement
Autres Dispositions

-
Avant la promulgation de la LF 2025, l’article 161 bis I du
CGI
prévoyait
la
possibilité
de
transfert
des
immobilisations corporelles, incorporelles et financières
entre
sociétés
soumises
à
l’IS
à
l’exclusion
des
organismes de placement collectif immobilier (OPCI),
sans incidence sur leur résultat fiscal, si lesdites
opérations sont effectuées entre les membres d’un
groupe de sociétés, constitué à l’initiative d’une société
dite « société mère » qui détient d’une manière
continue directement ou indirectement 80% au moins
du capital social desdites sociétés.
Réduction du taux de contrôle des sociétés du groupe prévu par le régime d’incitations 
fiscales aux opérations de restructuration des groupes de sociétés (Article 161 bis I)
Avant la LF 2025
Après la LF 2025
- La LF 2025 a réduit le taux du contrôle de 80% aux 2/3
(66,67%).

Avant la promulgation de la LF 2025, l’article 20 bis
prévoyait l’obligation de déclaration pour les sociétés qui
procèdent au transfert des immobilisations dans le cadre
du
régime
d’incitation
fiscale
aux
opérations
de
restructurations des groupes de sociétés. En effet, ces
sociétés devaient produire un état, selon un imprimé-
modèle établi par l’administration, précisant leur valeur
d’origine figurant à l’actif de la société du groupe ayant
opéré la première opération de transfert ainsi que leur
valeur nette comptable et leur valeur réelle au jour du
transfert et ce, dans les trois (3) mois qui suivent la date de
clôture de l’exercice comptable de transfert.
Précision par rapport au contenu de la déclaration à déposer par les sociétés qui procèdent 
au transfert des immobilisations dans le cadre du régime d’incitation fiscal aux opérations 
de restructuration de groupes de sociétés (Article 20 bis du CGI)
Avant la LF 2025
Après la LF 2025","Les changements apportés au régime de neutralité fiscale pour les groupes de sociétés après la promulgation de la LF 2025 sont les suivants :

1. **Réduction du taux de contrôle** : Le taux de contrôle requis pour bénéficier du régime d'incitation fiscale aux opérations de restructuration des groupes de sociétés a été réduit de 80% à 66,67% (2/3).

2. **Précisions sur la déclaration** : Des précisions ont été apportées concernant le contenu de la déclaration à déposer par les sociétés qui procèdent au transfert des immobilisations dans le cadre du régime d'incitation fiscale. Les sociétés doivent produire un état précisant la valeur d'origine, la valeur nette comptable et la valeur réelle au jour du transfert, dans un délai de trois mois suivant la clôture de l'exercice comptable de transfert."
Quelles sont les principales modifications apportées à la TVA ?,"ou de formation professionnelle de locaux non équipés à usage professionnel, acquis 
ou construits avec bénéfice du droit à déduction ou de l’exonération de la TVA par les 
sociétés foncières ou les OPCI, créés exclusivement pour la réalisation des projets de 
construction desdits établissements, sont situées hors champ d’application de la TVA, 
quelle que soit la date de construction ou d’acquisition des locaux précités. 
3- Imposition des levures sèches à la TVA au taux de 20% à l’intérieur et à 
l’importation 
Avant l’entrée en vigueur de la LF 2025, les levures utilisées dans la panification 
produites localement étaient exonérées de la TVA sans droit à déduction, en 
application des dispositions de l’article 91 (I-A-1°) du CGI. Parallèlement, les levures 
importées utilisées dans la panification bénéficiaient de l’exonération avec droit à 
déduction en application des dispositions de l’article 123-1° du CGI.

tel que modifié et complété par le décret n° 2-24-1110, pour bénéficier de l'exonération 
de la TVA prévue à l’article 92-I-56° et à l’article 123 -60° du CGI, la représentation 
de la Fédération Internationale de Football Association au Maroc ou l’organisme qui lui 
est affilié doit adresser une demande d’exonération, par procédé électronique, selon 
un modèle établi par l’administration.  
Ladite demande est accompagnée :  
- d’un état descriptif, selon un modèle établi par l’administration, des biens, 
matériels, marchandises et services destinés à être achetés sur le marché intérieur 
ou importés en exonération de TVA et à être utilisés dans le cadre de l'objet 
statutaire de la Fédération Internationale de Football Association ; 
- des factures proforma ou devis des biens, matériels, marchandises et services 
acquis indiquant la valeur en hors taxe ainsi que le montant de la taxe dont 
l’exonération est sollicitée.

dispositions de l’article 57-26° du CGI. 
C- En matière de TVA 
La LF 2025 prévoit l’exonération de la TVA, à l’intérieur et à l’importation, des biens, 
matériels, marchandises et services acquis ainsi que les opérations réalisées par les 
représentations de la Fédération Internationale de Football Association au Maroc et les 
organismes qui lui sont affiliés, conformément à l’objet défini dans ses statuts. 
Ainsi, à compter du 1er janvier 2025 et conformément aux dispositions de l’article 92-
I-56° du CGI, sont exonérés de la TVA à l’intérieur, les biens, matériels, marchandises 
et services acquis ainsi que les opérations réalisées par les représentations de la 
Fédération Internationale de Football Association au Maroc et les organismes qui lui 
sont affiliés, conformément à l’objet défini dans ses statuts.

43 
projets de construction des établissements privés d'enseignement ou de formation 
professionnelle. 
Cette 
exonération 
est 
conditionnée 
par 
l’accomplissement 
des 
formalités 
réglementaires prévues à l’article 6-II du décret n° 2-06-574 du 10 hija 1427 (31 
décembre 2006) pris pour l’application de la TVA. 
En effet, le décret n° 2-24-1110 modifiant et complétant le décret n° 2-06-574 du 10 
hija 1427 (31 décembre 2006) pris pour l’application de la TVA, a abrogé et remplacé 
les dispositions de l’article 6 dudit décret, afin d’instituer les formalités réglementaires 
que les sociétés foncières et les OPCI précités doivent accomplir pour bénéficier de 
l’exonération des biens d'équipement destinés à l'enseignement privé ou à la formation 
professionnelle. 
Ainsi, pour bénéficier de l’exonération de la TVA prévue à l’article 92-I-8° du CGI, les 
personnes concernées doivent souscrire une demande d’exonération par procédé","Les principales modifications apportées à la TVA incluent :

1. Imposition des levures sèches à la TVA au taux de 20% à l'intérieur et à l'importation, alors qu'auparavant, les levures produites localement étaient exonérées de TVA sans droit à déduction et les levures importées bénéficiaient de l'exonération avec droit à déduction.

2. Exonération de la TVA pour les biens, matériels, marchandises et services acquis ainsi que les opérations réalisées par les représentations de la Fédération Internationale de Football Association au Maroc et les organismes qui lui sont affiliés, à compter du 1er janvier 2025, sous réserve de l'accomplissement des formalités réglementaires prévues.

3. Abrogation et remplacement des dispositions de l'article 6 du décret n° 2-06-574 par le décret n° 2-24-1110, qui institue les formalités réglementaires que les sociétés foncières et les OPCI doivent accomplir pour bénéficier de l'exonération des biens d'équipement destinés à l'enseignement privé ou à la formation professionnelle.

4. Les locaux non équipés à usage professionnel acquis ou construits avec bénéfice du droit à déduction ou de l'exonération de la TVA par les sociétés foncières ou les OPCI sont situés hors champ d’application de la TVA, quelle que soit la date de construction ou d'acquisition."
Comment la notion de territorialité a-t-elle été élargie ?,"la promotion du développement territorial et la consolidation de la justice spatiale et 
afin d’améliorer les ressources des collectivités territoriales, la LF 2025 prévoit 
l’augmentation de la part minimale du produit de la TVA allouée aux budgets des 
collectivités territoriales de 30% à 32%. 
6- Exonération temporaire de la TVA sur les opérations d’importation de 
certains animaux vivants et produits agricoles  
L’augmentation des prix de certains produits alimentaires constatée ces dernières 
années, en raison notamment du déficit hydrique dû à la sécheresse, a conduit à une 
hausse des coûts de production. 
Dans le but d’assurer un approvisionnement normal du marché national à des prix 
convenables, la LF 2025 prévoit l’introduction d’une mesure temporaire, au titre de 
l'année 2025, afin d’exonérer les opérations d’importation de certains animaux vivants 
et produits agricoles de la TVA, du 1er janvier 2025 au 31 décembre 2025 et ce, dans 
la limite des contingents fixés.

Avant la promulgation de la LF 2025, la notion de
territorialité englobait les prestations de services fournies à
distance, de manière dématérialisée, par une personne non
résidente sans établissement au Maroc, à un client ayant
son siège, son établissement ou son domicile fiscal au
Maroc, ou à un client résidant temporairement au Maroc.
Élargissement de la notion de la territorialité (Article 88-2° du CGI)
Avant la LF 2025
Après la LF 2025
La LF 2025 a élargi cette notion en intégrant également les
clients qui acquièrent des services à distance de manière
dématérialisée, dès lors que leur présence au Maroc peut
être établie sur la base d’un ou plusieurs des indicateurs
suivants :
•
La présentation par le client au prestataire de services
d’une adresse au Maroc pour l’émission de la facture ;
•
Le paiement du prix de la prestation fournie au moyen
d’une carte bancaire émise par un établissement de
crédit ou un organisme assimilé établi au Maroc ;
•

Dans le cadre de la mise en œuvre des dispositions de la loi-cadre n° 69.19 portants réforme
fiscale, visant le renforcement de la contribution de la fiscalité de l’État dans la promotion du
développement territorial et la consolidation de la justice spatiale et afin d’améliorer les
ressources des collectivités territoriales, la LF 2025 a augmenté la part minimale du produit
de la TVA allouée aux budgets des collectivités territoriales de 30% à 32%.
Augmentation de la part minimale du produit de la TVA affecté aux budgets des 
collectivités territoriales (Article 125-I du CGI)

 l’adresse du domicile fiscal ou le lieu de situation du principal établissement ; 
 le numéro de la carte d'identité nationale ou de la carte d'étranger et le numéro 
d'identification fiscale ; 
 le numéro de l’inscription à la taxe professionnelle et le numéro d’article de la 
taxe d’habitation et de la taxe de services communaux ; 
 la nature des opérations objet de l’acte ; 
 le prix ou la valeur estimative exprimés dans l’acte ; 
 le numéro du titre foncier et autres informations relatives à l’immeuble objet de 
l’acte (adresse, superficie, nature de l’immeuble, ...) ; 
 l'origine de la propriété ; 
 la base imposable aux droits d’enregistrement ; 
 le tarif ; 
 les droits de timbre ; 
 le numéro de série de l'acte au registre de consignation.  
Date d’effet : 
Les dispositions précitées prévues par l’article 206 bis du CGI, telles qu’ajoutées par le 
paragraphe II de l’article 8 de la LF 2025, sont applicables aux actes et conventions","La notion de territorialité a été élargie par la LF 2025 en intégrant les clients qui acquièrent des services à distance de manière dématérialisée, dès lors que leur présence au Maroc peut être établie sur la base d’un ou plusieurs des indicateurs suivants :

- La présentation par le client au prestataire de services d’une adresse au Maroc pour l’émission de la facture.
- Le paiement du prix de la prestation fournie au moyen d’une carte bancaire émise par un établissement de crédit ou un organisme assimilé établi au Maroc."
Quelles sont les modifications de la TVA sur les biens d’équipement pour l’enseignement privé ?,"43 
projets de construction des établissements privés d'enseignement ou de formation 
professionnelle. 
Cette 
exonération 
est 
conditionnée 
par 
l’accomplissement 
des 
formalités 
réglementaires prévues à l’article 6-II du décret n° 2-06-574 du 10 hija 1427 (31 
décembre 2006) pris pour l’application de la TVA. 
En effet, le décret n° 2-24-1110 modifiant et complétant le décret n° 2-06-574 du 10 
hija 1427 (31 décembre 2006) pris pour l’application de la TVA, a abrogé et remplacé 
les dispositions de l’article 6 dudit décret, afin d’instituer les formalités réglementaires 
que les sociétés foncières et les OPCI précités doivent accomplir pour bénéficier de 
l’exonération des biens d'équipement destinés à l'enseignement privé ou à la formation 
professionnelle. 
Ainsi, pour bénéficier de l’exonération de la TVA prévue à l’article 92-I-8° du CGI, les 
personnes concernées doivent souscrire une demande d’exonération par procédé

tel que modifié et complété par le décret n° 2-24-1110, pour bénéficier de l'exonération 
de la TVA prévue à l’article 92-I-56° et à l’article 123 -60° du CGI, la représentation 
de la Fédération Internationale de Football Association au Maroc ou l’organisme qui lui 
est affilié doit adresser une demande d’exonération, par procédé électronique, selon 
un modèle établi par l’administration.  
Ladite demande est accompagnée :  
- d’un état descriptif, selon un modèle établi par l’administration, des biens, 
matériels, marchandises et services destinés à être achetés sur le marché intérieur 
ou importés en exonération de TVA et à être utilisés dans le cadre de l'objet 
statutaire de la Fédération Internationale de Football Association ; 
- des factures proforma ou devis des biens, matériels, marchandises et services 
acquis indiquant la valeur en hors taxe ainsi que le montant de la taxe dont 
l’exonération est sollicitée.

ou de formation professionnelle de locaux non équipés à usage professionnel, acquis 
ou construits avec bénéfice du droit à déduction ou de l’exonération de la TVA par les 
sociétés foncières ou les OPCI, créés exclusivement pour la réalisation des projets de 
construction desdits établissements, sont situées hors champ d’application de la TVA, 
quelle que soit la date de construction ou d’acquisition des locaux précités. 
3- Imposition des levures sèches à la TVA au taux de 20% à l’intérieur et à 
l’importation 
Avant l’entrée en vigueur de la LF 2025, les levures utilisées dans la panification 
produites localement étaient exonérées de la TVA sans droit à déduction, en 
application des dispositions de l’article 91 (I-A-1°) du CGI. Parallèlement, les levures 
importées utilisées dans la panification bénéficiaient de l’exonération avec droit à 
déduction en application des dispositions de l’article 123-1° du CGI.

opérations réalisées au cours de ladite année. Ce prorata est retenu pour le calcul de 
la taxe à déduire au cours de l'année suivante.  
A cet effet, pour le calcul du prorata de déduction au titre de l’année 2025, les 
entreprises concernées doivent calculer le prorata de déduction à partir des opérations 
réalisées au cours de l’année 2024, selon le régime fiscal applicable auxdites opérations 
à partir du 1er janvier 2025. 
4- Exonération de la viande fraîche ou congelée assaisonnée de la TVA sans 
droit à déduction 
Avant l’entrée en vigueur de la LF 2025, les dispositions de l’article 91-I-A-6° du CGI 
exonéraient de la TVA sans droit à déduction, la viande fraîche ou congelée. 
La LF 2025 prévoit l’élargissement de l’exonération de la viande fraîche ou congelée 
de la TVA sans droit à déduction en vue d’inclure la viande assaisonnée. 
Ainsi, à compter du 1er janvier 2025, la viande fraîche ou congelée assaisonnée ou non","Les modifications de la TVA sur les biens d’équipement pour l’enseignement privé, selon le décret n° 2-24-1110, concernent l'exonération de la TVA pour les projets de construction d'établissements privés d'enseignement ou de formation professionnelle. Pour bénéficier de cette exonération, les sociétés foncières et les OPCI doivent accomplir des formalités réglementaires, notamment soumettre une demande d’exonération par procédé électronique, accompagnée d'un état descriptif des biens, matériels, marchandises et services à acheter, ainsi que des factures proforma ou devis indiquant la valeur hors taxe et le montant de la taxe dont l’exonération est sollicitée. Les locaux non équipés à usage professionnel acquis ou construits avec bénéfice du droit à déduction ou de l’exonération de la TVA sont également hors champ d’application de la TVA, quelle que soit la date de construction ou d’acquisition."
